,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
10339,N97813,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,24796800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10368,N98314,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,25401600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10409,N98751,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,25401600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10417,N98834,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,24624000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10449,N99156,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,23241600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10497,N99645,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,23932800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10501,N99748,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,25401600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10504,N99767,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,25228800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10515,N99878,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,24710400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10546,P1354,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10614,P2152,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,21081600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10700,P4429,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,18921600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10702,P4461,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,16761600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10732,P4762,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,24883200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10766,P5086,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,21686400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10778,P5285,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,16930800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11002,P703,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,24.0,18752400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11076,S101282,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,21.0,19011600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11108,S101846,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,17974800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11132,S102267,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,30240000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11147,S102540,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,19526400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11152,S102724,0,0,1,0,0,0,0,0,1,1,0,0,0,180,0.0,0,357.0,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11159,S103043,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,30758400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11180,S103927,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,29721600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11195,S104229,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18313200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11208,S104574,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,19008000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11222,S104923,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18493200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11241,S105082,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,21513600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11265,S105459,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,20131200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11299,S106033,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,21.0,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11309,S106202,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,29548800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11378,S107427,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,17535600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11412,S107849,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,24537600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11420,S107949,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,20818800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11438,S108112,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19695600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11454,S108444,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,24015600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11463,S108555,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,25833600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11488,S108895,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,30240000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11593,S110821,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,16070400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11618,S111101,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,18061200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11629,S111230,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11630,S111233,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,25401600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11639,S111347,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,22291200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11642,S111367,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,15469200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11682,S111927,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,36.0,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11684,S111956,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,36.0,16239600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11688,S112027,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,22464000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11697,S112145,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,31276800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11701,S112240,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,28252800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11709,S112440,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,22464000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11756,S113179,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,29376000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11760,S113224,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,22723200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11774,S113453,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,22723200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11788,S113714,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,22464000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11798,S113966,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,20044800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11800,S114033,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,20822400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11811,S114229,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,27648000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11816,S114316,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,27907200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11833,S114551,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,28771200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11837,S114567,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,27820800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11845,S114644,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,20476800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11846,S114656,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,28425600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11892,S115406,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,27302400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11900,S115514,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,36.0,15807600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11932,S115922,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,18316800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11943,S116043,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,16326000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11972,S117180,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,71.0,19436400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11973,S117187,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,18658800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
11978,S117231,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,35.0,17967600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12052,S118043,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,35.0,16066800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12080,S118351,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16844400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12096,S118598,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,15901200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12153,S119487,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,16419600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12184,S119974,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,36.0,18925200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12208,S120241,0,0,1,0,0,0,0,0,1,1,0,0,0,141,0.0,0,36.0,18925200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12248,S120585,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,15987600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12303,S121322,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,74.0,18406800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12340,S121976,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,74.0,24624000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12519,S124155,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,16329600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12538,S124396,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,15811200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12845,S128238,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,18489600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12857,S128374,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,36.0,19180800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12886,S128828,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,36.0,19180800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12902,S129067,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,19699200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12951,S129667,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,74.0,23497200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12975,S129986,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,38.0,16419600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
12998,S130248,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,36.0,16329600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13002,S130312,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,36.0,21164400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13014,S130481,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,16243200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13112,S131671,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,36.0,16498800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13122,S131829,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,36.0,18486000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13140,S132093,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,74.0,17535600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13198,S133005,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,38.0,16066800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13260,S133874,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,15894000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13386,S135631,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,78.0,15901200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13509,S137486,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,21085200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13672,S139517,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,38.0,20912400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13685,S139697,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,23.0,15901200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13712,S140089,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,15980400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13721,S140183,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,20394000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13810,S141039,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,19789200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13870,S141634,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,78.0,19530000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13883,S141732,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,38.0,17456400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
13991,S142824,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,18061200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14004,S142924,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,78.0,22550400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14014,S143015,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,27216000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14025,S143214,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,23.0,17456400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14103,S143955,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,38.0,23155200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14165,S144807,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,23.0,16246800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14166,S144821,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,23.0,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14167,S144822,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,38.0,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14180,S144964,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,19612800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14342,S146883,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,78.0,24447600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14383,S147528,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,38.0,17535600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14385,S147543,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,16930800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14584,S149813,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,23.0,16588800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14850,S153093,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,38.0,24364800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14853,S153105,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,25401600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
14970,S154457,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,19530000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15071,S155690,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,17362800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15137,S156522,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,23.0,15382800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15142,S156628,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,23.0,16592400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15337,S159521,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,15897600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15483,S161866,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,23.0,37756800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15577,S163034,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,15634800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15662,S164405,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,16153200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15685,S164818,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,38.0,34214400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15871,S168191,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,39.0,24105600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
15884,S168575,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,24.0,15901200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16002,S170486,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,39.0,20912400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16083,S171682,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,17715600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16130,S172442,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,39.0,16844400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16145,S172696,0,0,1,0,0,0,0,0,1,1,0,0,0,173,0.0,5,148.0,18835200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16277,S174807,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,15811200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16307,S175533,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,18316800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16311,S175564,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,39.0,22118400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16320,S175936,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,39.0,20217600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16328,S176110,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,39.0,21254400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16329,S176139,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,20044800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16343,S176946,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,30499200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16358,S177592,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,39.0,15202800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16362,S177810,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,17794800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16369,S178029,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,16326000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16401,S179343,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,20134800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16450,S181646,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,24.0,22381200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16469,S182410,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,39.0,27302400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16472,S182475,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,17456400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16475,S182605,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,24.0,22208400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16476,S182606,0,0,1,0,0,0,0,0,1,1,0,0,0,181,0.0,0,24.0,27216000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16491,S183169,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,16506000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16492,S183214,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,24019200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16499,S183468,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,25574400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16510,S184178,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,18493200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16525,S184360,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,80.0,16246800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16528,S184561,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,23932800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16532,S184757,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,22118400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16535,S184956,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,39.0,24710400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16555,S185752,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,39.0,23587200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
16569,S186378,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,39.0,17362800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
