,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@C,event:dismissal@D,event:dismissal@NIL,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
1360,S128878,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,104374800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1363,S129223,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,146,0.0,6,13.5,285.0,105670800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1365,S129311,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,102301200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1367,S129412,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,105325200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1375,S129606,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,105498000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1378,S129725,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,105066000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1379,S129820,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,105325200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1380,S129924,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,104374800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1381,S129931,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,104288400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1383,S130172,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,104202000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1385,S130285,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,83120400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1389,S130488,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,102301200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1391,S130655,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,102992400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1395,S131164,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,79318800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1398,S131381,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,74.0,97545600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1414,S132494,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,91843200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1421,S132833,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,92707200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1434,S133706,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,88819200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1435,S133726,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,87696000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1439,S134061,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,90201600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1441,S134189,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,82947600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1442,S134275,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,89337600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1445,S134339,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,146,0.0,6,13.5,299.5,87264000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1447,S134714,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,87782400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1450,S135067,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,86058000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1456,S135396,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,146,0.0,2,13.5,77.5,80010000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1457,S135398,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,79664400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1459,S135568,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,86144400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1461,S135580,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,86058000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1464,S135893,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,181,0.0,0,13.5,46.0,81738000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1467,S136095,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,81565200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1468,S136220,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,7,0.0,0,13.5,77.5,81478800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1469,S136244,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,78714000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1471,S136861,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,82947600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1472,S137267,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,77.5,40003200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1477,S137802,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,80614800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1479,S137903,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,80614800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1481,S138033,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,158,0.0,0,13.5,77.5,79491600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1486,S138438,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,78541200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1487,S139090,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,78022800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1497,S139869,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,77.5,35942400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1499,S139951,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,78195600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1507,S140253,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,78195600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1515,S141027,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,77158800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1516,S141142,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,75690000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1518,S141313,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,7,0.0,0,13.5,77.5,75258000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1532,S142901,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,75171600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1533,S142997,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,66441600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1562,S145386,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,155.5,68432400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1567,S145649,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,68605200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1574,S146223,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,155.5,67392000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1577,S146366,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,19.1,77.5,33609600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1578,S146387,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,64886400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1580,S146479,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,155.5,64972800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1582,S146871,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,155.5,65059200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1593,S148171,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,58924800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1596,S148494,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,57715200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1603,S149545,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,54954000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1610,S150207,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,54262800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1614,S150673,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,52880400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1616,S150931,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,77.5,51152400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1630,S152574,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,49078800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1631,S152785,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,48128400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1634,S153024,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,47869200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1640,S154356,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,47437200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1643,S154927,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,46314000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1665,S158710,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,155.5,43290000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1671,S159112,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,39661200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1678,S159355,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,41302800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1770,S167822,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,15.0,47.0,38275200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2082,S38092,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,143,0.0,0,6.46,250.38,374889600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2087,S44041,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,171075600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2121,S59378,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.88,125.19,353466000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2130,S61415,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,43,0.0,0,6.71,131.2,34300800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2143,S64298,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,6.71,131.2,329878800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2194,S81939,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,68.77,233715600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2226,S90376,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,68.77,255571200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2245,S94109,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,68.77,236048400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2249,S94616,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,16.6,68.77,236307600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2257,S95428,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,68.77,234061200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2279,S98715,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,68.77,232419600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2281,S98845,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,68.77,231642000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2283,S99281,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,225766800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2287,V10503,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,10.0,262.0,291344400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2289,V10641,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,10.0,262.0,290048400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2315,V12268,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,142,0.0,0,10.0,275.1,33782400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2331,V14807,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,16.6,275.1,229568400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2332,V15269,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,11.0,286.5,197341200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2334,V15417,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,14.25,286.5,193104000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2340,V15527,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,11.0,286.5,188179200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2343,V15617,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,11.0,286.5,185932800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2344,V15623,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,11.0,286.5,185241600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2349,V15735,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,11.0,286.5,177555600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2350,V15850,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,2,11.0,286.5,175222800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2353,V15912,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,11.0,71.5,173322000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2367,V16717,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,137898000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2368,V16837,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,134442000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2371,V16926,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,142,0.0,5,13.0,297.0,123638400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2373,V17061,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,142,0.0,5,13.0,297.0,46479600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2375,V17077,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,121305600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2378,V17139,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,119491200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2379,V17149,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,119404800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2382,V17318,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,112928400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2383,V17324,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,112928400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2384,V17337,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,112842000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2386,V17430,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.0,297.0,111373200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2387,V17485,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,297.0,105670800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2388,V17682,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,297.0,103251600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2389,V17738,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,297.0,102733200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2398,V18076,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,10,13.5,742.5,97459200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2401,V18221,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,312.0,92620800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2404,V18371,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,312.0,86745600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2405,V18396,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,312.0,86144400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2406,V18499,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,312.0,81824400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2412,V18895,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,13.5,312.0,57369600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2427,V3904,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,6.46,62.59,377740800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2431,V4358,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,6.46,250.38,373248000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2438,V5285,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,6.46,625.95,363920400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2446,V5624,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,6.46,250.38,363056400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2450,V6005,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,11.62,250.38,360810000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2459,V6555,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,6.71,625.95,357699600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2461,V6689,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,142,0.0,0,6.71,250.38,356058000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2507,A17210,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,157,98.0,0,26.0,74.0,41043600.0,0,1,1,1,1,1,1,1,1,0,1262033.4367899578,52248177771.89781
2509,S153098,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,7,102.0,0,26.0,77.5,33609600.0,0,1,1,1,1,1,1,1,1,0,1262033.4367899578,52248177771.89781
2512,A17158,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,138934800.0,0,1,0,1,0,1,0,1,1,1,1262033.4367899578,52248177771.89781
2513,S62891,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,6.71,65.6,331866000.0,0,1,0,1,0,1,0,1,1,1,1262033.4367899578,52248177771.89781
2514,A30270,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,157,87.5,0,13.5,74.0,52016400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2516,S56940,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,7,69.05,0,6.46,62.59,56073600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
2519,V5714,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,142,69.05,0,6.46,62.59,52016400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
