,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:dismissal@4,event:dismissal@@,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:dismissal@Z,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
26825,N93929,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94867200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26826,N93930,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94867200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26827,N93933,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94867200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26828,N93937,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94608000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26829,N93938,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94348800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26830,N93950,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94176000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26831,N93951,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94176000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26832,N93954,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94089600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26833,N93960,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26834,N93962,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26835,N93963,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26836,N93966,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26837,N93977,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93657600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26838,N93979,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93571200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26839,N93995,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93052800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26840,N94001,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94003200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26841,N94014,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26842,N94017,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26843,N94019,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93744000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26844,N94024,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93744000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26845,N94032,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93657600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26846,N94061,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93398400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26847,N94070,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,14.25,42.5,93052800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26848,N94095,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,16.6,71.5,92707200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26849,N94110,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92620800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26851,N94151,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26852,N94153,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26853,N94157,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26854,N94160,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26855,N94179,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94348800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26856,N94184,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26857,N94185,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,14.25,42.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26858,N94195,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94003200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26859,N94221,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93052800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26860,N94239,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92707200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26863,N94252,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94089600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26864,N94255,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94003200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26865,N94266,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26866,N94268,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26867,N94277,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93744000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26868,N94279,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93571200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26869,N94287,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93225600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26870,N94294,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93052800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26871,N94303,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,19.85,71.5,93225600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26872,N94304,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93225600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26873,N94314,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93139200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26874,N94319,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26875,N94330,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92880000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26876,N94337,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92793600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26877,N94343,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92793600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26878,N94349,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92620800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26879,N94351,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93571200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26880,N94355,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93571200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26881,N94367,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93571200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26882,N94391,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93225600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26883,N94397,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93225600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26884,N94417,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93052800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26885,N94421,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26886,N94422,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26887,N94425,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26888,N94426,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26889,N94427,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26890,N94434,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92793600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26891,N94442,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,92793600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26892,N94444,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92793600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26893,N94447,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,92793600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26894,N94456,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,11.0,42.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26895,N94463,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,14.25,42.5,93398400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26896,N94465,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,14.25,42.5,92966400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26897,N94468,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,16.6,42.5,92707200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26910,N94509,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,16.6,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26911,N94515,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,16.6,71.5,94521600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26912,N94538,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26913,N94547,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26914,N94553,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26915,N94563,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26916,N94568,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26917,N94575,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26918,N94590,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93744000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26919,N94593,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93657600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26920,N94612,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26921,N94615,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26922,N94623,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94521600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26923,N94628,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94521600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26924,N94631,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26925,N94633,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26926,N94636,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26927,N94637,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26928,N94640,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94262400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26929,N94642,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94176000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26930,N94652,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94003200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26931,N94661,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93916800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26932,N94663,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26933,N94668,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93830400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26934,N94669,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93744000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26935,N94675,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93744000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26936,N94678,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93657600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26937,N94680,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,93657600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26938,N94682,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93657600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26939,N94686,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93484800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26940,N94691,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,93398400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26941,N94709,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94953600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26942,N94710,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94953600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26943,N94712,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94953600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26944,N94715,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94867200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26945,N94725,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26946,N94727,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26947,N94728,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26948,N94729,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26949,N94730,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,19.85,71.5,94694400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26950,N94739,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94608000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26951,N94744,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26952,N94749,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26953,N94751,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26954,N94763,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26955,N94782,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,14.25,71.5,94348800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26956,N94783,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94348800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
26957,N94789,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.0,71.5,94176000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
