,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@C,event:dismissal@D,event:dismissal@NIL,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
1227,S119108,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,17449200.0,0,1,0,1,0,1,0,1,1,0
1228,S119145,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,18493200.0,0,1,0,1,0,1,0,1,1,0
1229,S119147,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,148.0,18406800.0,0,1,0,1,0,1,0,1,1,0
1230,S119317,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,148.0,16160400.0,0,1,0,1,0,1,0,1,1,0
1231,S119327,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,12704400.0,0,1,0,1,0,1,0,1,1,0
1232,S119456,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,146,0.0,0,13.0,285.0,148525200.0,0,1,0,1,0,1,0,1,1,0
1233,S119460,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,74.0,15814800.0,0,1,0,1,0,1,0,1,1,0
1234,S119498,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,13914000.0,0,1,0,1,0,1,0,1,1,0
1235,S119506,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,191,0.0,5,13.0,285.0,14428800.0,0,1,0,1,0,1,0,1,1,0
1236,S119508,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,74.0,16333200.0,0,1,0,1,0,1,0,1,1,0
1237,S119521,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,13309200.0,0,1,0,1,0,1,0,1,1,0
1238,S119526,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,14778000.0,0,1,0,1,0,1,0,1,1,0
1239,S119610,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,13914000.0,0,1,0,1,0,1,0,1,1,0
1240,S119654,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,18147600.0,0,1,0,1,0,1,0,1,1,0
1241,S119780,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,13741200.0,0,1,0,1,0,1,0,1,1,0
1242,S119950,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,12870000.0,0,1,0,1,0,1,0,1,1,0
1243,S120015,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,14086800.0,0,1,0,1,0,1,0,1,1,0
1244,S120018,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,146,0.0,2,13.0,74.0,13482000.0,0,1,0,1,0,1,0,1,1,0
1245,S120036,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,141094800.0,0,1,0,1,0,1,0,1,1,0
1246,S120194,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.5,74.0,12704400.0,0,1,0,1,0,1,0,1,1,0
1247,S120214,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,140662800.0,0,1,0,1,0,1,0,1,1,0
1248,S120333,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,14173200.0,0,1,0,1,0,1,0,1,1,0
1249,S120445,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,139798800.0,0,1,0,1,0,1,0,1,1,0
1250,S120686,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,10630800.0,0,1,0,1,0,1,0,1,1,0
1251,S120707,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,16765200.0,0,1,0,1,0,1,0,1,1,0
1252,S120901,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,18.6,74.0,22291200.0,0,1,0,1,0,1,0,1,1,0
1253,S120968,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,158,0.0,2,13.0,148.0,21600000.0,0,1,0,1,0,1,0,1,1,0
1254,S121076,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,146,0.0,0,13.0,74.0,17542800.0,0,1,0,1,0,1,0,1,1,0
1255,S121084,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,14864400.0,0,1,0,1,0,1,0,1,1,0
1256,S121092,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,14778000.0,0,1,0,1,0,1,0,1,1,0
1257,S121160,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,74.0,10630800.0,0,1,0,1,0,1,0,1,1,0
1258,S121171,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,137379600.0,0,1,0,1,0,1,0,1,1,0
1259,S121219,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,20732400.0,0,1,0,1,0,1,0,1,1,0
1260,S121355,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,18579600.0,0,1,0,1,0,1,0,1,1,0
1261,S121356,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,117334800.0,0,1,0,1,0,1,0,1,1,0
1262,S121361,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,11577600.0,0,1,0,1,0,1,0,1,1,0
1263,S121539,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,137379600.0,0,1,0,1,0,1,0,1,1,0
1264,S121540,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,191,0.0,5,13.0,285.0,137379600.0,0,1,0,1,0,1,0,1,1,0
1265,S121755,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,148.0,20217600.0,0,1,0,1,0,1,0,1,1,0
1266,S121775,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,19958400.0,0,1,0,1,0,1,0,1,1,0
1267,S121948,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,14688000.0,0,1,0,1,0,1,0,1,1,0
1268,S121992,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,18403200.0,0,1,0,1,0,1,0,1,1,0
1269,S122073,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,135133200.0,0,1,0,1,0,1,0,1,1,0
1270,S122136,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,16938000.0,0,1,0,1,0,1,0,1,1,0
1271,S122146,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,15296400.0,0,1,0,1,0,1,0,1,1,0
1272,S122164,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,135910800.0,0,1,0,1,0,1,0,1,1,0
1273,S122184,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,16675200.0,0,1,0,1,0,1,0,1,1,0
1274,S122232,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,19440000.0,0,1,0,1,0,1,0,1,1,0
1275,S122257,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,13906800.0,0,1,0,1,0,1,0,1,1,0
1276,S122304,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,74.0,18057600.0,0,1,0,1,0,1,0,1,1,0
1277,S122380,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.5,74.0,13482000.0,0,1,0,1,0,1,0,1,1,0
1278,S122390,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,107658000.0,0,1,0,1,0,1,0,1,1,0
1279,S122402,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,148.0,15897600.0,0,1,0,1,0,1,0,1,1,0
1280,S122420,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,7,0.0,0,13.0,74.0,16070400.0,0,1,0,1,0,1,0,1,1,0
1281,S122478,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,16412400.0,0,1,0,1,0,1,0,1,1,0
1282,S122661,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,19353600.0,0,1,0,1,0,1,0,1,1,0
1283,S122672,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,133491600.0,0,1,0,1,0,1,0,1,1,0
1284,S122798,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,106362000.0,0,1,0,1,0,1,0,1,1,0
1285,S122904,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,19872000.0,0,1,0,1,0,1,0,1,1,0
1286,S122929,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,191,0.0,5,13.0,285.0,15807600.0,0,1,0,1,0,1,0,1,1,0
1287,S122938,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,143,0.0,0,13.0,74.0,12438000.0,0,1,0,1,0,1,0,1,1,0
1288,S123010,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,145,0.0,5,13.0,285.0,15375600.0,0,1,0,1,0,1,0,1,1,0
1289,S123011,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,130118400.0,0,1,0,1,0,1,0,1,1,0
1290,S123025,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,12870000.0,0,1,0,1,0,1,0,1,1,0
1291,S123043,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,10623600.0,0,1,0,1,0,1,0,1,1,0
1292,S123048,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,74.0,14079600.0,0,1,0,1,0,1,0,1,1,0
1293,S123136,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,158,0.0,0,13.0,148.0,128649600.0,0,1,0,1,0,1,0,1,1,0
1294,S123184,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,16239600.0,0,1,0,1,0,1,0,1,1,0
1295,S123238,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,74.0,12704400.0,0,1,0,1,0,1,0,1,1,0
1296,S123315,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.0,148.0,9759600.0,0,1,0,1,0,1,0,1,1,0
1297,S123381,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,146,0.0,6,13.0,285.0,16758000.0,0,1,0,1,0,1,0,1,1,0
1298,S123485,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,191,0.0,5,13.0,285.0,9846000.0,0,1,0,1,0,1,0,1,1,0
1299,S123511,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,11833200.0,0,1,0,1,0,1,0,1,1,0
1300,S123535,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,124848000.0,0,1,0,1,0,1,0,1,1,0
1301,S123841,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,14684400.0,0,1,0,1,0,1,0,1,1,0
1302,S123948,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,74.0,12355200.0,0,1,0,1,0,1,0,1,1,0
1303,S123959,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,173,0.0,5,13.0,142.5,22122000.0,0,1,0,1,0,1,0,1,1,0
1304,S124028,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,191,0.0,5,13.5,285.0,19184400.0,0,1,0,1,0,1,0,1,1,0
1305,S124176,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,14256000.0,0,1,0,1,0,1,0,1,1,0
1306,S124198,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.5,74.0,12877200.0,0,1,0,1,0,1,0,1,1,0
1307,S124233,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,146,0.0,6,13.5,285.0,20998800.0,0,1,0,1,0,1,0,1,1,0
1308,S124265,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.0,74.0,13564800.0,0,1,0,1,0,1,0,1,1,0
1309,S124297,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,16333200.0,0,1,0,1,0,1,0,1,1,0
1310,S124400,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,14515200.0,0,1,0,1,0,1,0,1,1,0
1311,S124664,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,171,0.0,5,13.0,142.5,13046400.0,0,1,0,1,0,1,0,1,1,0
1312,S124811,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.0,74.0,11404800.0,0,1,0,1,0,1,0,1,1,0
1313,S124824,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,16333200.0,0,1,0,1,0,1,0,1,1,0
1314,S124850,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,92275200.0,0,1,0,1,0,1,0,1,1,0
1315,S124906,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,74.0,113360400.0,0,1,0,1,0,1,0,1,1,0
1316,S124931,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.0,74.0,15210000.0,0,1,0,1,0,1,0,1,1,0
1317,S125212,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,146,0.0,6,13.0,285.0,11145600.0,0,1,0,1,0,1,0,1,1,0
1318,S125336,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,12618000.0,0,1,0,1,0,1,0,1,1,0
1319,S125443,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.5,148.0,12790800.0,0,1,0,1,0,1,0,1,1,0
1320,S125634,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,106362000.0,0,1,0,1,0,1,0,1,1,0
1321,S125637,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,19270800.0,0,1,0,1,0,1,0,1,1,0
1322,S125773,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,108867600.0,0,1,0,1,0,1,0,1,1,0
1323,S125778,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,17110800.0,0,1,0,1,0,1,0,1,1,0
1324,S125789,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,13482000.0,0,1,0,1,0,1,0,1,1,0
1325,S126035,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,15123600.0,0,1,0,1,0,1,0,1,1,0
1326,S126066,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,109126800.0,0,1,0,1,0,1,0,1,1,0
1327,S126081,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,17110800.0,0,1,0,1,0,1,0,1,1,0
1328,S126217,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,106448400.0,0,1,0,1,0,1,0,1,1,0
1329,S126327,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,108349200.0,0,1,0,1,0,1,0,1,1,0
1330,S126569,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,15987600.0,0,1,0,1,0,1,0,1,1,0
1331,S126600,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,16506000.0,0,1,0,1,0,1,0,1,1,0
1332,S126637,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,15037200.0,0,1,0,1,0,1,0,1,1,0
1333,S126659,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,148.0,18234000.0,0,1,0,1,0,1,0,1,1,0
1334,S127160,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,19443600.0,0,1,0,1,0,1,0,1,1,0
1335,S127213,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,16246800.0,0,1,0,1,0,1,0,1,1,0
1336,S127283,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,82170000.0,0,1,0,1,0,1,0,1,1,0
1337,S127330,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,14950800.0,0,1,0,1,0,1,0,1,1,0
1338,S127429,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,74.0,19609200.0,0,1,0,1,0,1,0,1,1,0
1339,S127537,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,74.0,15901200.0,0,1,0,1,0,1,0,1,1,0
1340,S127923,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,14691600.0,0,1,0,1,0,1,0,1,1,0
1341,S127940,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,16851600.0,0,1,0,1,0,1,0,1,1,0
1342,S127952,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,14778000.0,0,1,0,1,0,1,0,1,1,0
1343,S128007,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,15123600.0,0,1,0,1,0,1,0,1,1,0
1344,S128028,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,15901200.0,0,1,0,1,0,1,0,1,1,0
1345,S128073,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,19958400.0,0,1,0,1,0,1,0,1,1,0
1346,S128089,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,148.0,14947200.0,0,1,0,1,0,1,0,1,1,0
1347,S128103,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,14691600.0,0,1,0,1,0,1,0,1,1,0
1348,S128208,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,17024400.0,0,1,0,1,0,1,0,1,1,0
1349,S128350,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,77.5,17370000.0,0,1,0,1,0,1,0,1,1,0
1350,S128364,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,105498000.0,0,1,0,1,0,1,0,1,1,0
1351,S128372,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,16678800.0,0,1,0,1,0,1,0,1,1,0
1352,S128469,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,191,0.0,5,13.5,285.0,8643600.0,0,1,0,1,0,1,0,1,1,0
1353,S128519,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,17283600.0,0,1,0,1,0,1,0,1,1,0
1354,S128523,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,16938000.0,0,1,0,1,0,1,0,1,1,0
1355,S128538,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,28598400.0,0,1,0,1,0,1,0,1,1,0
1356,S128567,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.5,148.0,17283600.0,0,1,0,1,0,1,0,1,1,0
1357,S128633,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,74.0,18057600.0,0,1,0,1,0,1,0,1,1,0
1358,S128634,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,74.0,18057600.0,0,1,0,1,0,1,0,1,1,0
1359,S128803,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,106275600.0,0,1,0,1,0,1,0,1,1,0
1360,S128878,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,104374800.0,0,1,0,1,0,1,0,1,1,0
1361,S128968,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.5,148.0,16851600.0,0,1,0,1,0,1,0,1,1,0
1362,S129089,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,158,0.0,0,13.5,148.0,17024400.0,0,1,0,1,0,1,0,1,1,0
1363,S129223,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,146,0.0,6,13.5,285.0,105670800.0,0,1,0,1,0,1,0,1,1,0
1364,S129224,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,74.0,17110800.0,0,1,0,1,0,1,0,1,1,0
1365,S129311,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,102301200.0,0,1,0,1,0,1,0,1,1,0
1366,S129335,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,155.5,15120000.0,0,1,0,1,0,1,0,1,1,0
1367,S129412,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,105325200.0,0,1,0,1,0,1,0,1,1,0
1368,S129447,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,77.5,17622000.0,0,1,0,1,0,1,0,1,1,0
1369,S129463,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.5,148.0,16592400.0,0,1,0,1,0,1,0,1,1,0
1370,S129473,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,13.5,148.0,16506000.0,0,1,0,1,0,1,0,1,1,0
1371,S129513,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,13.5,74.0,16938000.0,0,1,0,1,0,1,0,1,1,0
1372,S129524,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,148.0,16938000.0,0,1,0,1,0,1,0,1,1,0
1373,S129544,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,145,0.0,6,13.5,285.0,19008000.0,0,1,0,1,0,1,0,1,1,0
1374,S129559,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.5,74.0,16938000.0,0,1,0,1,0,1,0,1,1,0
1375,S129606,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.5,148.0,105498000.0,0,1,0,1,0,1,0,1,1,0
1376,S129650,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,13.5,74.0,15379200.0,0,1,0,1,0,1,0,1,1,0
1377,S129724,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,13.5,148.0,16592400.0,0,1,0,1,0,1,0,1,1,0
1378,S129725,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,105066000.0,0,1,0,1,0,1,0,1,1,0
1379,S129820,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,105325200.0,0,1,0,1,0,1,0,1,1,0
1380,S129924,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,104374800.0,0,1,0,1,0,1,0,1,1,0
1381,S129931,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,104288400.0,0,1,0,1,0,1,0,1,1,0
