,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@G,event:dismissal@NIL,event:expense,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
300,S94673,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,0.0,0,68.77,23072400.0,0,1,1,1,1,1,1,0,1,1,0
301,S95543,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.6,7,0.0,0,68.77,24624000.0,0,1,1,1,1,1,1,0,1,1,0
302,S96230,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,158,0.0,0,137.55,24451200.0,0,1,1,1,1,1,1,0,1,1,0
303,V11604,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,142,0.0,0,275.1,27219600.0,0,1,1,1,1,1,1,0,1,1,0
304,V11612,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,142,0.0,0,275.1,26355600.0,0,1,1,1,1,1,1,0,1,1,0
305,V11986,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,142,0.0,0,275.1,23936400.0,0,1,1,1,1,1,1,0,1,1,0
306,V17471,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,142,0.0,5,297.0,18406800.0,0,1,1,1,1,1,1,0,1,1,0
307,A32727,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,71625600.0,0,1,1,1,1,1,1,0,1,1,0
308,A3350,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,166842000.0,0,1,1,1,0,1,1,1,1,1,0
309,N100684,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,173235600.0,0,1,1,1,0,1,1,1,1,1,0
310,S112474,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,158,0.0,0,71.5,167792400.0,0,1,1,1,0,1,1,1,1,1,0
311,S114128,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,168483600.0,0,1,1,1,0,1,1,1,1,1,0
312,S114813,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,7,0.0,0,71.5,170211600.0,0,1,1,1,0,1,1,1,1,1,0
313,S115930,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,158,0.0,0,71.5,167446800.0,0,1,1,1,0,1,1,1,1,1,0
314,S115992,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,166755600.0,0,1,1,1,0,1,1,1,1,1,0
315,V16460,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,142,0.0,2,286.5,159840000.0,0,1,1,1,0,1,1,1,1,1,0
316,A43211,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,25059600.0,0,1,0,1,0,1,1,0,1,1,0
317,A43302,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,87436800.0,0,1,1,1,1,1,1,0,1,1,0
318,C16950,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0,41,153.57,0,275.1,52099200.0,2,1,1,1,1,1,1,0,1,1,1
319,C19128,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,22.0,23,0.0,0,716.5,6742800.0,0,1,0,1,1,1,0,0,1,1,0
320,C22549,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,30.0,7,0.0,0,79.5,5270400.0,0,1,0,1,1,1,0,0,1,1,0
321,C22706,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,30.0,146,0.0,2,79.5,9331200.0,0,1,0,1,1,1,0,0,1,1,0
322,N34717,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,13.43,157,0.0,0,65.6,12099600.0,0,1,0,1,1,1,0,0,1,1,0
323,N36160,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.5,15289200.0,0,1,0,1,1,1,0,0,1,1,0
324,N39138,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.6,18313200.0,0,1,0,1,1,1,0,0,1,1,0
325,N39735,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.5,15721200.0,0,1,0,1,1,1,0,0,1,1,0
326,N39953,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.5,15462000.0,0,1,0,1,1,1,0,0,1,1,0
327,N40749,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.5,11664000.0,0,1,0,1,1,1,0,0,1,1,0
328,N43130,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,14518800.0,0,1,0,1,1,1,0,0,1,1,0
329,N43214,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,13827600.0,0,1,0,1,1,1,0,0,1,1,0
330,N66857,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,25830000.0,0,1,0,1,1,1,0,0,1,1,0
331,N73829,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,157,0.0,0,71.5,21344400.0,0,1,0,1,1,1,0,0,1,1,0
332,N82439,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,25660800.0,0,1,0,1,1,1,0,0,1,1,0
333,S164297,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,7,0.0,0,47.0,17110800.0,0,1,0,1,1,1,0,0,1,1,0
334,S165689,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,26.0,158,0.0,0,159.0,10972800.0,0,1,0,1,1,1,0,0,1,1,0
335,S177983,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,30.0,7,0.0,0,79.5,18572400.0,0,1,0,1,1,1,0,0,1,1,0
336,S63224,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,13.43,158,0.0,0,65.6,12186000.0,0,1,0,1,1,1,0,0,1,1,0
337,S82890,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,0.0,0,68.77,20048400.0,0,1,0,1,1,1,0,0,1,1,0
338,S99367,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,16.0,171,0.0,0,137.55,20473200.0,0,1,0,1,1,1,0,0,1,1,0
339,V10018,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,13.0,142,0.0,0,262.0,14173200.0,0,1,0,1,1,1,0,0,1,1,0
340,V10033,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,0.0,0,262.0,17197200.0,0,1,0,1,1,1,0,0,1,1,0
341,N100056,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,87609600.0,0,0,1,1,0,1,1,0,1,1,0
342,N34672,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,13.43,157,0.0,0,65.6,48733200.0,0,0,1,1,0,1,1,0,1,1,0
343,N25594,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,12.91,157,0.0,0,62.59,15382800.0,0,1,0,1,1,1,1,0,1,1,0
344,N67303,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,16.0,157,0.0,0,68.77,30668400.0,0,1,0,1,1,1,1,0,1,1,0
345,N78094,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,16.0,157,0.0,0,71.5,27478800.0,0,1,0,1,1,1,1,0,1,1,0
346,N99929,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,22.0,157,0.0,0,71.5,22554000.0,0,1,0,1,1,1,1,0,1,1,0
347,S173066,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,30.0,157,0.0,0,79.5,18576000.0,0,1,0,1,1,1,1,0,1,1,0
348,S176180,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,30.0,7,0.0,0,79.5,13388400.0,0,1,0,1,1,1,1,0,1,1,0
349,S177161,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,30.0,158,0.0,0,159.0,14770800.0,0,1,0,1,1,1,1,0,1,1,0
350,S184273,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,33.6,158,0.0,0,159.0,22464000.0,0,1,0,1,1,1,1,0,1,1,0
351,S191297,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,15.0,158,0.0,2,159.0,12438000.0,0,1,0,1,1,1,1,0,1,1,0
352,S91433,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,16.0,171,0.0,0,137.55,23072400.0,0,1,0,1,1,1,1,0,1,1,0
353,V4649,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,0.0,0,250.38,16938000.0,0,1,0,1,1,1,1,0,1,1,0
354,V5010,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,0.0,0,250.38,15469200.0,0,1,0,1,1,1,1,0,1,1,0
355,V8187,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,6.71,142,0.0,0,262.4,29203200.0,0,1,0,1,1,1,1,0,1,1,0
356,N41192,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,65.5,70419600.0,0,1,1,1,1,1,1,0,1,1,0
357,V12383,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,142,0.0,0,275.1,46314000.0,0,1,1,1,1,1,1,0,1,1,0
358,N41256,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.5,126230400.0,0,1,1,1,1,1,1,0,1,1,0
359,N41527,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,25.0,157,0.0,0,65.5,89510400.0,0,1,1,1,1,1,1,0,1,1,0
360,N43871,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,76554000.0,0,1,1,1,1,1,1,0,1,1,0
361,N63049,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,77850000.0,0,1,1,1,1,1,1,0,1,1,0
362,N42068,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,77.0,0,65.5,42940800.0,1,1,1,1,1,1,1,0,1,1,0
363,S140553,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,26.0,158,191.0,0,155.5,22208400.0,1,1,1,1,1,1,1,0,1,1,0
364,N42612,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,85.0,0,65.5,25405200.0,0,1,0,1,1,1,1,0,1,1,0
365,N43530,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,75.0,0,65.5,22809600.0,0,1,0,1,1,1,1,0,1,1,0
366,N45973,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,157,80.0,0,65.5,18745200.0,0,1,0,1,1,1,1,0,1,1,0
367,N99788,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,22.0,157,92.0,0,71.5,22813200.0,0,1,0,1,1,1,1,0,1,1,0
368,S110762,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,22.0,158,92.0,0,71.5,20307600.0,0,1,0,1,1,1,1,0,1,1,0
369,S71308,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,77.0,0,65.5,43977600.0,0,1,0,1,1,1,1,0,1,1,0
370,S73706,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,158,77.0,0,65.5,23763600.0,0,1,0,1,1,1,1,0,1,1,0
371,S74518,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,77.0,0,65.5,20998800.0,0,1,0,1,1,1,1,0,1,1,0
372,S78317,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,80.0,0,65.5,19090800.0,0,1,0,1,1,1,1,0,1,1,0
373,S94218,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,152.5,0,137.55,25056000.0,0,1,0,1,1,1,1,0,1,1,0
374,S94667,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,23072400.0,0,1,0,1,1,1,1,0,1,1,0
375,V9162,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,142,275.0,0,262.0,28944000.0,0,1,0,1,1,1,1,0,1,1,0
376,N43645,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,75.0,0,65.5,22291200.0,0,1,1,1,1,1,1,0,1,1,0
377,S111699,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,22.0,7,92.0,0,71.5,26438400.0,0,1,1,1,1,1,1,0,1,1,0
378,N47801,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,157,80.0,0,68.77,54691200.0,0,1,1,1,1,1,1,0,1,1,1
379,N69972,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0,158,86.0,0,71.5,50281200.0,0,1,1,1,1,1,1,0,1,1,1
380,S109515,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,22.0,157,93.5,0,71.5,77155200.0,0,1,1,1,1,1,1,0,1,1,1
381,S73536,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,158,143.0,0,131.0,39830400.0,0,1,1,1,1,1,1,0,1,1,1
382,S98111,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,66182400.0,0,1,1,1,1,1,1,0,1,1,1
383,V12074,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,50634000.0,0,1,1,1,1,1,1,0,1,1,1
384,V12461,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,45277200.0,0,1,1,1,1,1,1,0,1,1,1
385,V17677,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.5,142,161.5,5,297.0,39920400.0,0,1,1,1,1,1,1,0,1,1,1
386,V18237,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,26.0,142,336.0,5,312.0,61689600.0,0,1,1,1,1,1,1,0,1,1,1
387,N58131,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,157,0.0,0,68.77,22035600.0,0,1,0,1,1,1,1,0,1,1,1
388,N83048,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,114393600.0,0,1,1,1,1,1,1,0,1,1,1
389,S105196,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0.0,158,0.0,0,143.0,115776000.0,0,1,1,1,1,1,1,0,1,1,1
390,S120250,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,148.0,52531200.0,0,1,1,1,1,1,1,0,1,1,1
391,V11923,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,16.0,142,0.0,0,688.27,88131600.0,0,1,1,1,1,1,1,0,1,1,1
392,N98923,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,22.0,157,92.0,0,71.5,33091200.0,0,1,1,1,0,1,1,0,1,1,0
393,S112091,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,22.0,158,164.0,0,143.0,41821200.0,0,1,1,1,0,1,1,0,1,1,0
394,S112679,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,22.0,7,92.0,0,71.5,31795200.0,0,1,1,1,0,1,1,0,1,1,0
395,S180259,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,30.0,7,108.0,0,79.5,15292800.0,0,1,1,1,0,1,1,0,1,1,0
396,S183042,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,30.0,158,190.0,0,159.0,15728400.0,0,1,1,1,0,1,1,0,1,1,0
397,S112486,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,22.0,146,298.0,0,275.0,37065600.0,1,1,1,1,1,1,1,0,1,1,0
398,S126847,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,2,148.0,69206400.0,0,1,1,1,1,1,1,0,1,1,0
399,S136885,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,7,0.0,0,77.5,82774800.0,0,1,1,1,0,1,1,0,1,1,1
400,S137407,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,7,0.0,0,77.5,81392400.0,0,1,1,1,0,1,1,0,1,1,1
401,S138146,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,158,0.0,2,155.5,18493200.0,0,1,1,1,1,1,1,0,1,1,0
402,V17805,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,142,0.0,5,297.0,16243200.0,0,1,1,1,1,1,1,0,1,1,0
403,S140449,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,26.0,158,182.0,2,155.5,28508400.0,1,1,1,1,1,1,1,0,1,1,0
404,S141999,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,26.0,191,326.0,5,299.5,54000000.0,0,1,1,1,1,1,1,0,1,1,1
405,V10054,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0,142,275.0,0,262.0,107485200.0,0,1,1,1,1,1,1,0,1,1,1
406,S82666,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0,7,31.3,0,68.77,66787200.0,0,1,1,1,1,1,1,0,1,1,1
407,S86974,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,16.0,171,0.0,5,137.55,22636800.0,0,1,0,1,1,1,1,0,1,1,1
408,S94546,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,7,0.0,0,68.77,24192000.0,0,1,0,1,1,1,1,0,1,1,1
409,V11801,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,142,0.0,0,275.1,25750800.0,0,1,0,1,1,1,1,0,1,1,1
410,S96683,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,7,0.0,0,68.77,21081600.0,0,1,0,1,1,1,0,0,1,1,1
411,V11762,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,142,0.0,0,275.1,26701200.0,0,1,0,1,1,1,1,0,1,1,0
412,V11790,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,16.0,142,71.88,0,688.27,51498000.0,2,1,1,1,1,1,1,0,1,1,0
413,V16089,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,22.0,142,0.0,2,286.5,84499200.0,0,1,1,1,1,1,1,0,1,1,1
414,V4402,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,263.29,0,250.38,10796400.0,1,1,0,1,1,1,1,0,1,1,0
415,V8350,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,6.71,142,269.1,0,262.4,35946000.0,1,1,1,1,1,1,1,0,1,1,0
416,V8700,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,20.14,142,55.16,0,262.4,66528000.0,1,1,1,1,1,1,1,0,1,1,0
