,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:expense,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
292,S175257,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,0,159.0,19180800.0,0,1,0,1,0,1,0,0,1,1,0
293,S176401,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,15.0,171,0.0,5,153.0,16502400.0,0,1,0,1,0,1,0,0,1,1,0
294,S178114,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,12178800.0,0,1,0,1,0,1,0,0,1,1,0
295,S178617,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,157,0.0,0,79.5,15548400.0,0,1,0,1,0,1,0,0,1,1,0
296,S180081,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,173,0.0,5,304.0,24022800.0,0,1,0,1,0,1,0,0,1,1,0
297,S180408,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,79.5,22726800.0,0,1,0,1,0,1,0,0,1,1,0
298,S181860,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,158,0.0,0,79.5,12531600.0,0,1,0,1,0,1,0,0,1,1,0
299,S181880,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,157,0.0,0,79.5,11059200.0,0,1,0,1,0,1,0,0,1,1,0
300,S182400,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,181,0.0,0,47.0,23418000.0,0,1,0,1,0,1,0,0,1,1,0
301,S183321,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,2,159.0,21517200.0,0,1,0,1,0,1,0,0,1,1,0
302,S183397,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,15901200.0,0,1,0,1,0,1,0,0,1,1,0
303,S183460,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,157,0.0,0,79.5,21776400.0,0,1,0,1,0,1,0,0,1,1,0
304,S183466,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,157,0.0,0,79.5,21603600.0,0,1,0,1,0,1,0,0,1,1,0
305,S183503,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,157,0.0,0,79.5,21862800.0,0,1,0,1,0,1,0,0,1,1,0
306,S184111,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,30.0,158,0.0,2,159.0,20653200.0,0,1,0,1,0,1,0,0,1,1,0
307,S184471,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,21517200.0,0,1,0,1,0,1,0,0,1,1,0
308,S184827,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,0,159.0,19530000.0,0,1,0,1,0,1,0,0,1,1,0
309,S184975,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,30.0,158,0.0,2,159.0,27129600.0,0,1,0,1,0,1,0,0,1,1,0
310,S185448,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,17802000.0,0,1,0,1,0,1,0,0,1,1,0
311,S185900,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,79.5,16160400.0,0,1,0,1,0,1,0,0,1,1,0
312,S186059,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,0,159.0,18925200.0,0,1,0,1,0,1,0,0,1,1,0
313,S186475,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,18234000.0,0,1,0,1,0,1,0,0,1,1,0
314,S186614,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,0,159.0,18234000.0,0,1,0,1,0,1,0,0,1,1,0
315,S186823,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,157,0.0,0,79.5,23500800.0,0,1,0,1,0,1,0,0,1,1,0
316,S188326,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,146,0.0,6,306.5,16938000.0,0,1,0,1,0,1,0,0,1,1,0
317,S189087,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,30.0,158,0.0,0,159.0,19353600.0,0,1,0,1,0,1,0,0,1,1,0
318,S189752,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,15.0,158,0.0,0,159.0,14518800.0,0,1,0,1,0,1,0,0,1,1,0
319,S190720,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,79.5,17708400.0,0,1,0,1,0,1,0,0,1,1,0
320,S190867,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,79.5,16930800.0,0,1,0,1,0,1,0,0,1,1,0
321,S191129,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,79.5,16412400.0,0,1,0,1,0,1,0,0,1,1,0
322,S191272,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,158,0.0,0,159.0,9417600.0,0,1,0,1,0,1,0,0,1,1,0
323,S38466,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,7,0.0,0,68.77,19443600.0,0,1,0,1,0,1,0,0,1,1,0
324,S43322,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.71,157,0.0,0,62.59,11660400.0,0,1,0,1,0,1,0,0,1,1,0
325,S48686,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,7,0.0,0,62.59,14691600.0,0,1,0,1,0,1,0,0,1,1,0
326,S49727,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,158,0.0,0,125.19,14083200.0,0,1,0,1,0,1,0,0,1,1,0
327,S50218,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,158,0.0,0,62.59,12618000.0,0,1,0,1,0,1,0,0,1,1,0
328,S50498,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.62,158,0.0,0,62.59,15382800.0,0,1,0,1,0,1,0,0,1,1,0
329,S50699,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,158,0.0,0,125.19,13654800.0,0,1,0,1,0,1,0,0,1,1,0
330,S50822,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.71,7,0.0,0,62.59,21603600.0,0,1,0,1,0,1,0,0,1,1,0
331,S50966,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,158,0.0,0,62.59,14518800.0,0,1,0,1,0,1,0,0,1,1,0
332,S51877,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,158,0.0,0,62.59,13482000.0,0,1,0,1,0,1,0,0,1,1,0
333,S52501,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,157,0.0,0,62.59,14173200.0,0,1,0,1,0,1,0,0,1,1,0
334,S53194,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,158,0.0,0,125.19,12186000.0,0,1,0,1,0,1,0,0,1,1,0
335,S54583,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,158,0.0,0,62.59,12013200.0,0,1,0,1,0,1,0,0,1,1,0
336,S55108,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,157,0.0,0,62.59,10630800.0,0,1,0,1,0,1,0,0,1,1,0
337,S55507,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.41,40,0.0,0,62.59,9932400.0,0,1,0,1,0,1,0,0,1,1,0
338,S56007,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,158,0.0,0,125.19,18921600.0,0,1,0,1,0,1,0,0,1,1,0
339,S56688,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,7,0.0,0,62.59,12877200.0,0,1,0,1,0,1,0,0,1,1,0
340,S58643,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.71,7,0.0,0,62.59,13654800.0,0,1,0,1,0,1,0,0,1,1,0
341,S61450,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.88,158,0.0,0,131.2,19789200.0,0,1,0,1,0,1,0,0,1,1,0
342,S65075,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.71,158,0.0,0,131.2,17629200.0,0,1,0,1,0,1,0,0,1,1,0
343,S65093,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,158,0.0,0,131.2,16678800.0,0,1,0,1,0,1,0,0,1,1,0
344,S65470,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,7,0.0,0,65.6,16419600.0,0,1,0,1,0,1,0,0,1,1,0
345,S67223,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,7,0.0,0,65.6,16938000.0,0,1,0,1,0,1,0,0,1,1,0
346,S68002,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,7,0.0,0,65.6,15814800.0,0,1,0,1,0,1,0,0,1,1,0
347,S68344,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,65.6,27561600.0,0,1,0,1,0,1,0,0,1,1,0
348,S68582,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,7,0.0,0,65.6,16506000.0,0,1,0,1,0,1,0,0,1,1,0
349,S69782,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,7,0.0,0,65.6,14346000.0,0,1,0,1,0,1,0,0,1,1,0
350,S69817,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,7,0.0,0,65.6,15469200.0,0,1,0,1,0,1,0,0,1,1,0
351,S70449,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,65.5,10278000.0,0,1,0,1,0,1,0,0,1,1,0
352,S71349,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,65.5,12704400.0,0,1,0,1,0,1,0,0,1,1,0
353,S72826,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,7,0.0,0,65.5,14432400.0,0,1,0,1,0,1,0,0,1,1,0
354,S73446,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,10.0,7,0.0,0,65.5,13654800.0,0,1,0,1,0,1,0,0,1,1,0
355,S74525,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,7,0.0,0,65.5,11840400.0,0,1,0,1,0,1,0,0,1,1,0
356,S74677,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,131.0,26956800.0,0,1,0,1,0,1,0,0,1,1,0
357,S74686,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,157,0.0,0,65.5,17542800.0,0,1,0,1,0,1,0,0,1,1,0
358,S75276,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.16,7,0.0,0,65.5,21254400.0,0,1,0,1,0,1,0,0,1,1,0
359,S76924,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,7,0.0,0,65.5,17542800.0,0,1,0,1,0,1,0,0,1,1,0
360,S80888,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,10.0,7,0.0,0,68.77,266115600.0,0,1,0,1,0,1,0,0,1,1,0
361,S81180,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,10.0,7,0.0,0,68.77,21603600.0,0,1,0,1,0,1,0,0,1,1,0
362,S82002,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.16,158,0.0,0,137.55,264733200.0,0,1,0,1,0,1,0,0,1,1,0
363,S83437,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,157,0.0,0,68.77,15987600.0,0,1,0,1,0,1,0,0,1,1,0
364,S83753,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.6,158,0.0,0,68.77,17197200.0,0,1,0,1,0,1,0,0,1,1,0
365,S84338,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,68.77,18925200.0,0,1,0,1,0,1,0,0,1,1,0
366,S84354,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,137.55,14346000.0,0,1,0,1,0,1,0,0,1,1,0
367,S84815,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,7,0.0,0,68.77,17456400.0,0,1,0,1,0,1,0,0,1,1,0
368,S85760,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,15.16,158,0.0,0,68.77,13222800.0,0,1,0,1,0,1,0,0,1,1,0
369,S86981,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.6,7,0.0,0,68.77,15555600.0,0,1,0,1,0,1,0,0,1,1,0
370,S87307,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,2,137.55,17715600.0,0,1,0,1,0,1,0,0,1,1,0
371,S88125,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,158,0.0,0,68.77,16333200.0,0,1,0,1,0,1,0,0,1,1,0
372,S88329,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,10.0,143,0.0,0,275.1,22377600.0,0,1,0,1,0,1,0,0,1,1,0
373,S90130,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,16.6,158,0.0,2,137.55,20300400.0,0,1,0,1,0,1,0,0,1,1,0
374,S90394,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,7,0.0,0,68.77,18572400.0,0,1,0,1,0,1,0,0,1,1,0
375,S92700,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,0,68.77,25405200.0,0,1,0,1,0,1,0,0,1,1,0
376,S93648,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,7,0.0,0,68.77,20739600.0,0,1,0,1,0,1,0,0,1,1,0
377,S94208,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,7,0.0,0,68.77,20221200.0,0,1,0,1,0,1,0,0,1,1,0
378,S97827,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,16.6,7,0.0,0,68.77,17370000.0,0,1,0,1,0,1,0,0,1,1,0
379,S97916,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,2,137.55,18752400.0,0,1,0,1,0,1,0,0,1,1,0
380,S98706,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,16.6,7,0.0,0,68.77,232851600.0,0,1,0,1,0,1,0,0,1,1,0
381,V10060,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,0,262.0,14518800.0,0,1,0,1,0,1,0,0,1,1,0
382,V10116,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,0,262.0,11149200.0,0,1,0,1,0,1,0,0,1,1,0
383,V11750,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,0,275.1,37584000.0,0,1,0,1,0,1,0,0,1,1,0
384,V11767,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,0,275.1,24368400.0,0,1,0,1,0,1,0,0,1,1,0
385,V11837,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,10.0,142,0.0,0,275.1,17715600.0,0,1,0,1,0,1,0,0,1,1,0
386,V12014,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.16,142,0.0,0,275.1,18406800.0,0,1,0,1,0,1,0,0,1,1,0
387,V12248,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,10.0,142,0.0,0,275.1,14605200.0,0,1,0,1,0,1,0,0,1,1,0
388,V12364,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,10.0,142,0.0,0,688.27,20912400.0,0,1,0,1,0,1,0,0,1,1,0
389,V12596,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,2,275.1,17110800.0,0,1,0,1,0,1,0,0,1,1,0
390,V12860,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,2,275.1,18662400.0,0,1,0,1,0,1,0,0,1,1,0
391,V12921,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,2,275.1,15123600.0,0,1,0,1,0,1,0,0,1,1,0
392,V15303,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,142,0.0,2,286.5,196822800.0,0,1,0,1,0,1,0,0,1,1,0
393,V15453,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,142,0.0,2,286.5,192412800.0,0,1,0,1,0,1,0,0,1,1,0
394,V15998,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,142,0.0,2,286.5,21776400.0,0,1,0,1,0,1,0,0,1,1,0
395,V16201,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,16.6,142,0.0,2,286.5,163386000.0,0,1,0,1,0,1,0,0,1,1,0
396,V16670,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,142,0.0,2,286.5,18918000.0,0,1,0,1,0,1,0,0,1,1,0
397,V16889,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.0,142,0.0,5,297.0,22546800.0,0,1,0,1,0,1,0,0,1,1,0
398,V17378,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.0,142,0.0,10,742.5,112582800.0,0,1,0,1,0,1,0,0,1,1,0
399,V17549,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,142,0.0,5,297.0,13568400.0,0,1,0,1,0,1,0,0,1,1,0
400,V17749,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,142,0.0,5,297.0,19180800.0,0,1,0,1,0,1,0,0,1,1,0
401,V18143,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,142,0.0,10,742.5,95212800.0,0,1,0,1,0,1,0,0,1,1,0
402,V18172,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,13.5,142,0.0,0,297.0,21682800.0,0,1,0,1,0,1,0,0,1,1,0
403,V18234,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,142,0.0,5,312.0,28944000.0,0,1,0,1,0,1,0,0,1,1,0
404,V18485,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,13.5,142,0.0,5,312.0,27993600.0,0,1,0,1,0,1,0,0,1,1,0
405,V18490,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,13.5,142,0.0,5,312.0,81997200.0,0,1,0,1,0,1,0,0,1,1,0
406,V18545,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,142,0.0,5,312.0,81392400.0,0,1,0,1,0,1,0,0,1,1,0
407,V18775,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,13.5,142,0.0,5,312.0,24278400.0,0,1,0,1,0,1,0,0,1,1,0
408,V3944,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.41,142,0.0,0,250.38,20214000.0,0,1,0,1,0,1,0,0,1,1,0
409,V4290,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,142,0.0,0,250.38,375062400.0,0,1,0,1,0,1,0,0,1,1,0
410,V4425,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,142,0.0,0,250.38,372211200.0,0,1,0,1,0,1,0,0,1,1,0
411,V4466,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,142,0.0,0,625.95,11919600.0,0,1,0,1,0,1,0,0,1,1,0
412,V4474,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.41,142,0.0,0,625.95,14079600.0,0,1,0,1,0,1,0,0,1,1,0
413,V4650,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,142,0.0,0,250.38,11664000.0,0,1,0,1,0,1,0,0,1,1,0
414,V5027,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,142,0.0,0,250.38,11923200.0,0,1,0,1,0,1,0,0,1,1,0
415,V5059,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,6.46,142,0.0,0,250.38,9417600.0,0,1,0,1,0,1,0,0,1,1,0
416,V5060,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,9417600.0,0,1,0,1,0,1,0,0,1,1,0
417,V5065,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,11491200.0,0,1,0,1,0,1,0,0,1,1,0
418,V5141,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,364352400.0,0,1,0,1,0,1,0,0,1,1,0
419,V5165,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,9244800.0,0,1,0,1,0,1,0,0,1,1,0
420,V5235,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,12531600.0,0,1,0,1,0,1,0,0,1,1,0
421,V5270,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,14000400.0,0,1,0,1,0,1,0,0,1,1,0
422,V5387,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,13654800.0,0,1,0,1,0,1,0,0,1,1,0
423,V5603,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,17456400.0,0,1,0,1,0,1,0,0,1,1,0
424,V5871,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,15901200.0,0,1,0,1,0,1,0,0,1,1,0
425,V5932,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,15642000.0,0,1,0,1,0,1,0,0,1,1,0
426,V5982,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,13222800.0,0,1,0,1,0,1,0,0,1,1,0
427,V6014,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.41,142,0.0,0,250.38,12790800.0,0,1,0,1,0,1,0,0,1,1,0
428,V6114,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,16.78,142,0.0,0,250.38,17370000.0,0,1,0,1,0,1,0,0,1,1,0
429,V6185,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,13482000.0,0,1,0,1,0,1,0,0,1,1,0
430,V6206,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6.46,142,0.0,0,250.38,14518800.0,0,1,0,1,0,1,0,0,1,1,0
431,V6994,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.88,142,0.0,0,250.38,13651200.0,0,1,0,1,0,1,0,0,1,1,0
432,V7053,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.88,142,0.0,0,262.4,15030000.0,0,1,0,1,0,1,0,0,1,1,0
433,V7344,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,142,0.0,0,262.4,9676800.0,0,1,0,1,0,1,0,0,1,1,0
434,V7359,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,6.71,142,0.0,0,262.4,8985600.0,0,1,0,1,0,1,0,0,1,1,0
435,V7415,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,6.71,142,0.0,0,262.4,331174800.0,0,1,0,1,0,1,0,0,1,1,0
436,V7776,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.88,142,0.0,0,262.4,13222800.0,0,1,0,1,0,1,0,0,1,1,0
437,V7930,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.71,142,0.0,0,262.4,14259600.0,0,1,0,1,0,1,0,0,1,1,0
438,V9055,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.16,142,0.0,0,65.5,16160400.0,0,1,0,1,0,1,0,0,1,1,0
439,V9078,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,0,262.0,23504400.0,0,1,0,1,0,1,0,0,1,1,0
440,V9292,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,10.0,142,0.0,0,262.0,23846400.0,0,1,0,1,0,1,0,0,1,1,0
